Full Name,Sheet Name,Form Name,Gen,SubLegendary,Legendary,Mythical,Species,Type 1,Type 2,Height (m),Weight (kg),Ability 1,Ability 2,Hidden Ability,BST,HP,ATK,DEF,SP. ATK,SP. DEF,SPD,catchRate,baseFriendship,baseExp,growthRate,MALE%,Clean Name,Starter,hasVariants,dex #,starterCost,starterDex
GEODUDE,GEODUDE,,1,FALSE,FALSE,FALSE,Rock Pokémon,ROCK,GROUND,0.4,20,ROCK_HEAD,STURDY,SAND_VEIL,300,40,80,100,30,30,20,255,70,60,MEDIUM_SLOW,50,Geodude,GEODUDE,FALSE,74,3,74
GRAVELER,GRAVELER,,1,FALSE,FALSE,FALSE,Rock Pokémon,ROCK,GROUND,1,105,ROCK_HEAD,STURDY,SAND_VEIL,390,55,95,115,45,45,35,120,70,137,MEDIUM_SLOW,50,Graveler,GEODUDE,FALSE,75,,74
GOLEM,GOLEM,,1,FALSE,FALSE,FALSE,Megaton Pokémon,ROCK,GROUND,1.4,300,ROCK_HEAD,STURDY,SAND_VEIL,495,80,120,130,55,65,45,45,70,248,MEDIUM_SLOW,50,Golem,GEODUDE,FALSE,76,,74
PONYTA,PONYTA,,1,FALSE,FALSE,FALSE,Fire Horse Pokémon,FIRE,,1,30,RUN_AWAY,FLASH_FIRE,FLAME_BODY,410,50,85,55,65,65,90,190,50,82,MEDIUM_FAST,50,Ponyta,PONYTA,TRUE,77,2,77
RAPIDASH,RAPIDASH,,1,FALSE,FALSE,FALSE,Fire Horse Pokémon,FIRE,,1.7,95,RUN_AWAY,FLASH_FIRE,FLAME_BODY,500,65,100,70,80,80,105,60,50,175,MEDIUM_FAST,50,Rapidash,PONYTA,TRUE,78,,77
SLOWPOKE,SLOWPOKE,,1,FALSE,FALSE,FALSE,Dopey Pokémon,WATER,PSYCHIC,1.2,36,OBLIVIOUS,OWN_TEMPO,REGENERATOR,315,90,65,65,40,40,15,190,50,63,MEDIUM_FAST,50,Slowpoke,SLOWPOKE,TRUE,79,3,79
SLOWBRO,SLOWBRO,,1,FALSE,FALSE,FALSE,Hermit Crab Pokémon,WATER,PSYCHIC,1.6,78.5,OBLIVIOUS,OWN_TEMPO,REGENERATOR,490,95,75,110,100,80,30,75,50,172,MEDIUM_FAST,50,Slowbro,SLOWPOKE,TRUE,80,,79
SLOWBRO (Normal),SLOWBRO,Normal,,,,,,WATER,PSYCHIC,1.6,78.5,OBLIVIOUS,OWN_TEMPO,REGENERATOR,490,95,75,110,100,80,30,75,50,172,,,Slowbro,SLOWPOKE,TRUE,80,,79
SLOWBRO (Mega),SLOWBRO,Mega,,,,,,WATER,PSYCHIC,2,120,SHELL_ARMOR,SHELL_ARMOR,SHELL_ARMOR,590,95,75,180,130,80,30,75,50,172,,,Slowbro,SLOWPOKE,TRUE,80,,79
MAGNEMITE,MAGNEMITE,,1,FALSE,FALSE,FALSE,Magnet Pokémon,ELECTRIC,STEEL,0.3,6,MAGNET_PULL,STURDY,ANALYTIC,325,25,35,70,95,55,45,190,50,65,MEDIUM_FAST,null,Magnemite,MAGNEMITE,TRUE,81,4,81
MAGNETON,MAGNETON,,1,FALSE,FALSE,FALSE,Magnet Pokémon,ELECTRIC,STEEL,1,60,MAGNET_PULL,STURDY,ANALYTIC,465,50,60,95,120,70,70,60,50,163,MEDIUM_FAST,null,Magneton,MAGNEMITE,TRUE,82,,81
FARFETCHD,FARFETCHD,,1,FALSE,FALSE,FALSE,Wild Duck Pokémon,NORMAL,FLYING,0.8,15,KEEN_EYE,INNER_FOCUS,DEFIANT,377,52,90,55,58,62,60,45,50,132,MEDIUM_FAST,50,Farfetch’d,FARFETCHD,TRUE,83,2,83
DODUO,DODUO,,1,FALSE,FALSE,FALSE,Twin Bird Pokémon,NORMAL,FLYING,1.4,39.2,RUN_AWAY,EARLY_BIRD,TANGLED_FEET,310,35,85,45,35,35,75,190,70,62,MEDIUM_FAST,50,Doduo,DODUO,TRUE,84,3,84
DODRIO,DODRIO,,1,FALSE,FALSE,FALSE,Triple Bird Pokémon,NORMAL,FLYING,1.8,85.2,RUN_AWAY,EARLY_BIRD,TANGLED_FEET,470,60,110,70,60,60,110,45,70,165,MEDIUM_FAST,50,Dodrio,DODUO,TRUE,85,,84
SEEL,SEEL,,1,FALSE,FALSE,FALSE,Sea Lion Pokémon,WATER,,1.1,90,THICK_FAT,HYDRATION,ICE_BODY,325,65,45,55,45,70,45,190,70,65,MEDIUM_FAST,50,Seel,SEEL,TRUE,86,1,86
DEWGONG,DEWGONG,,1,FALSE,FALSE,FALSE,Sea Lion Pokémon,WATER,ICE,1.7,120,THICK_FAT,HYDRATION,ICE_BODY,475,90,70,80,70,95,70,75,70,166,MEDIUM_FAST,50,Dewgong,SEEL,TRUE,87,,86
GRIMER,GRIMER,,1,FALSE,FALSE,FALSE,Sludge Pokémon,POISON,,0.9,30,STENCH,STICKY_HOLD,POISON_TOUCH,325,80,80,50,40,50,25,190,70,65,MEDIUM_FAST,50,Grimer,GRIMER,TRUE,88,2,88
MUK,MUK,,1,FALSE,FALSE,FALSE,Sludge Pokémon,POISON,,1.2,30,STENCH,STICKY_HOLD,POISON_TOUCH,500,105,105,75,65,100,50,75,70,175,MEDIUM_FAST,50,Muk,GRIMER,TRUE,89,,88
SHELLDER,SHELLDER,,1,FALSE,FALSE,FALSE,Bivalve Pokémon,WATER,,0.3,4,SHELL_ARMOR,SKILL_LINK,OVERCOAT,305,30,65,100,45,25,40,190,50,61,SLOW,50,Shellder,SHELLDER,FALSE,90,5,90
CLOYSTER,CLOYSTER,,1,FALSE,FALSE,FALSE,Bivalve Pokémon,WATER,ICE,1.5,132.5,SHELL_ARMOR,SKILL_LINK,OVERCOAT,525,50,95,180,85,45,70,60,50,184,SLOW,50,Cloyster,SHELLDER,FALSE,91,,90
GASTLY,GASTLY,,1,FALSE,FALSE,FALSE,Gas Pokémon,GHOST,POISON,1.3,0.1,LEVITATE,NONE,NONE,310,30,35,30,100,35,80,190,50,62,MEDIUM_SLOW,50,Gastly,GASTLY,TRUE,92,4,92
HAUNTER,HAUNTER,,1,FALSE,FALSE,FALSE,Gas Pokémon,GHOST,POISON,1.6,0.1,LEVITATE,NONE,NONE,405,45,50,45,115,55,95,90,50,142,MEDIUM_SLOW,50,Haunter,GASTLY,TRUE,93,,92
GENGAR,GENGAR,,1,FALSE,FALSE,FALSE,Shadow Pokémon,GHOST,POISON,1.5,40.5,CURSED_BODY,NONE,NONE,500,60,65,60,130,75,110,45,50,250,MEDIUM_SLOW,50,Gengar,GASTLY,TRUE,94,,92
GENGAR (Normal),GENGAR,Normal,,,,,,GHOST,POISON,1.5,40.5,CURSED_BODY,NONE,NONE,500,60,65,60,130,75,110,45,50,250,,,Gengar,GASTLY,TRUE,94,,92
GENGAR (Mega),GENGAR,Mega,,,,,,GHOST,POISON,1.4,40.5,SHADOW_TAG,NONE,NONE,600,60,65,80,170,95,130,45,50,250,,,Gengar,GASTLY,TRUE,94,,92
GENGAR (G-Max),GENGAR,G-Max,,,,,,GHOST,POISON,20,999.9,SHADOW_TAG,NONE,NONE,600,150,50,65,150,85,100,45,50,250,,,Gengar,GASTLY,TRUE,94,,92
ONIX,ONIX,,1,FALSE,FALSE,FALSE,Rock Snake Pokémon,ROCK,GROUND,8.8,210,ROCK_HEAD,STURDY,WEAK_ARMOR,385,35,45,160,30,45,70,45,50,77,MEDIUM_FAST,50,Onix,ONIX,FALSE,95,3,95
DROWZEE,DROWZEE,,1,FALSE,FALSE,FALSE,Hypnosis Pokémon,PSYCHIC,,1,32.4,INSOMNIA,FOREWARN,INNER_FOCUS,328,60,48,45,43,90,42,190,70,66,MEDIUM_FAST,50,Drowzee,DROWZEE,FALSE,96,2,96
HYPNO,HYPNO,,1,FALSE,FALSE,FALSE,Hypnosis Pokémon,PSYCHIC,,1.6,75.6,INSOMNIA,FOREWARN,INNER_FOCUS,483,85,73,70,73,115,67,75,70,169,MEDIUM_FAST,50,Hypno,DROWZEE,FALSE,97,,96
KRABBY,KRABBY,,1,FALSE,FALSE,FALSE,River Crab Pokémon,WATER,,0.4,6.5,HYPER_CUTTER,SHELL_ARMOR,SHEER_FORCE,325,30,105,90,25,25,50,225,50,65,MEDIUM_FAST,50,Krabby,KRABBY,TRUE,98,3,98
KINGLER,KINGLER,,1,FALSE,FALSE,FALSE,Pincer Pokémon,WATER,,1.3,60,HYPER_CUTTER,SHELL_ARMOR,SHEER_FORCE,475,55,130,115,50,50,75,60,50,166,MEDIUM_FAST,50,Kingler,KRABBY,TRUE,99,,98
KINGLER (Normal),KINGLER,Normal,,,,,,WATER,,1.3,60,HYPER_CUTTER,SHELL_ARMOR,SHEER_FORCE,475,55,130,115,50,50,75,60,50,166,,,Kingler,KRABBY,TRUE,99,,98
KINGLER (G-Max),KINGLER,G-Max,,,,,,WATER,,19,999.9,TOUGH_CLAWS,TOUGH_CLAWS,TOUGH_CLAWS,575,92,145,140,60,65,73,60,50,166,,,Kingler,KRABBY,TRUE,99,,98
VOLTORB,VOLTORB,,1,FALSE,FALSE,FALSE,Ball Pokémon,ELECTRIC,,0.5,10.4,SOUNDPROOF,STATIC,AFTERMATH,330,40,30,50,55,55,100,190,70,66,MEDIUM_FAST,null,Voltorb,VOLTORB,TRUE,100,2,100
ELECTRODE,ELECTRODE,,1,FALSE,FALSE,FALSE,Ball Pokémon,ELECTRIC,,1.2,66.6,SOUNDPROOF,STATIC,AFTERMATH,490,60,50,70,80,80,150,60,70,172,MEDIUM_FAST,null,Electrode,VOLTORB,TRUE,101,,100
EXEGGCUTE,EXEGGCUTE,,1,FALSE,FALSE,FALSE,Egg Pokémon,GRASS,PSYCHIC,0.4,2.5,CHLOROPHYLL,NONE,HARVEST,325,60,40,80,60,45,40,90,50,65,SLOW,50,Exeggcute,EXEGGCUTE,TRUE,102,3,102
EXEGGUTOR,EXEGGUTOR,,1,FALSE,FALSE,FALSE,Coconut Pokémon,GRASS,PSYCHIC,2,120,CHLOROPHYLL,NONE,HARVEST,530,95,95,85,125,75,55,45,50,186,SLOW,50,Exeggutor,EXEGGCUTE,TRUE,103,,102
CUBONE,CUBONE,,1,FALSE,FALSE,FALSE,Lonely Pokémon,GROUND,,0.4,6.5,ROCK_HEAD,LIGHTNING_ROD,BATTLE_ARMOR,320,50,50,95,40,50,35,190,50,64,MEDIUM_FAST,50,Cubone,CUBONE,FALSE,104,3,104
MAROWAK,MAROWAK,,1,FALSE,FALSE,FALSE,Bone Keeper Pokémon,GROUND,,1,45,ROCK_HEAD,LIGHTNING_ROD,BATTLE_ARMOR,425,60,80,110,50,80,45,75,50,149,MEDIUM_FAST,50,Marowak,CUBONE,FALSE,105,,104
HITMONLEE,HITMONLEE,,1,FALSE,FALSE,FALSE,Kicking Pokémon,FIGHTING,,1.5,49.8,LIMBER,RECKLESS,UNBURDEN,455,50,120,53,35,110,87,45,50,159,MEDIUM_FAST,100,Hitmonlee,TYROGUE,FALSE,106,,236
HITMONCHAN,HITMONCHAN,,1,FALSE,FALSE,FALSE,Punching Pokémon,FIGHTING,,1.4,50.2,KEEN_EYE,IRON_FIST,INNER_FOCUS,455,50,105,79,35,110,76,45,50,159,MEDIUM_FAST,100,Hitmonchan,TYROGUE,FALSE,107,,236
LICKITUNG,LICKITUNG,,1,FALSE,FALSE,FALSE,Licking Pokémon,NORMAL,,1.2,65.5,OWN_TEMPO,OBLIVIOUS,CLOUD_NINE,385,90,55,75,60,75,30,45,50,77,MEDIUM_FAST,50,Lickitung,LICKITUNG,TRUE,108,3,108
KOFFING,KOFFING,,1,FALSE,FALSE,FALSE,Poison Gas Pokémon,POISON,,0.6,1,LEVITATE,NEUTRALIZING_GAS,STENCH,340,40,65,95,60,45,35,190,50,68,MEDIUM_FAST,50,Koffing,KOFFING,FALSE,109,2,109
WEEZING,WEEZING,,1,FALSE,FALSE,FALSE,Poison Gas Pokémon,POISON,,1.2,9.5,LEVITATE,NEUTRALIZING_GAS,STENCH,490,65,90,120,85,70,60,60,50,172,MEDIUM_FAST,50,Weezing,KOFFING,FALSE,110,,109
RHYHORN,RHYHORN,,1,FALSE,FALSE,FALSE,Spikes Pokémon,GROUND,ROCK,1,115,LIGHTNING_ROD,ROCK_HEAD,RECKLESS,345,80,85,95,30,30,25,120,50,69,SLOW,50,Rhyhorn,RHYHORN,TRUE,111,4,111
RHYDON,RHYDON,,1,FALSE,FALSE,FALSE,Drill Pokémon,GROUND,ROCK,1.9,120,LIGHTNING_ROD,ROCK_HEAD,RECKLESS,485,105,130,120,45,45,40,60,50,170,SLOW,50,Rhydon,RHYHORN,TRUE,112,,111
CHANSEY,CHANSEY,,1,FALSE,FALSE,FALSE,Egg Pokémon,NORMAL,,1.1,34.6,NATURAL_CURE,SERENE_GRACE,HEALER,450,250,5,5,35,105,50,30,140,395,FAST,0,Chansey,HAPPINY,TRUE,113,,440
TANGELA,TANGELA,,1,FALSE,FALSE,FALSE,Vine Pokémon,GRASS,,1,35,CHLOROPHYLL,LEAF_GUARD,REGENERATOR,435,65,55,115,100,40,60,45,50,87,MEDIUM_FAST,50,Tangela,TANGELA,TRUE,114,3,114
KANGASKHAN,KANGASKHAN,,1,FALSE,FALSE,FALSE,Parent Pokémon,NORMAL,,2.2,80,EARLY_BIRD,SCRAPPY,INNER_FOCUS,490,105,95,80,40,80,90,45,50,172,MEDIUM_FAST,0,Kangaskhan,KANGASKHAN,FALSE,115,4,115
KANGASKHAN (Normal),KANGASKHAN,Normal,,,,,,NORMAL,,2.2,80,EARLY_BIRD,SCRAPPY,INNER_FOCUS,490,105,95,80,40,80,90,45,50,172,,,Kangaskhan,KANGASKHAN,FALSE,115,4,115
KANGASKHAN (Mega),KANGASKHAN,Mega,,,,,,NORMAL,,2.2,100,PARENTAL_BOND,PARENTAL_BOND,PARENTAL_BOND,590,105,125,100,60,100,100,45,50,172,,,Kangaskhan,KANGASKHAN,FALSE,115,4,115
HORSEA,HORSEA,,1,FALSE,FALSE,FALSE,Dragon Pokémon,WATER,,0.4,8,SWIFT_SWIM,SNIPER,DAMP,295,30,40,70,70,25,60,225,50,59,MEDIUM_FAST,50,Horsea,HORSEA,TRUE,116,3,116
SEADRA,SEADRA,,1,FALSE,FALSE,FALSE,Dragon Pokémon,WATER,,1.2,25,POISON_POINT,SNIPER,DAMP,440,55,65,95,95,45,85,75,50,154,MEDIUM_FAST,50,Seadra,HORSEA,TRUE,117,,116
GOLDEEN,GOLDEEN,,1,FALSE,FALSE,FALSE,Goldfish Pokémon,WATER,,0.6,15,SWIFT_SWIM,WATER_VEIL,LIGHTNING_ROD,320,45,67,60,35,50,63,225,50,64,MEDIUM_FAST,50,Goldeen,GOLDEEN,TRUE,118,2,118
SEAKING,SEAKING,,1,FALSE,FALSE,FALSE,Goldfish Pokémon,WATER,,1.3,39,SWIFT_SWIM,WATER_VEIL,LIGHTNING_ROD,450,80,92,65,65,80,68,60,50,158,MEDIUM_FAST,50,Seaking,GOLDEEN,TRUE,119,,118
STARYU,STARYU,,1,FALSE,FALSE,FALSE,Star Shape Pokémon,WATER,,0.8,34.5,ILLUMINATE,NATURAL_CURE,ANALYTIC,340,30,45,55,70,55,85,225,50,68,SLOW,null,Staryu,STARYU,TRUE,120,3,120
STARMIE,STARMIE,,1,FALSE,FALSE,FALSE,Mysterious Pokémon,WATER,PSYCHIC,1.1,80,ILLUMINATE,NATURAL_CURE,ANALYTIC,520,60,75,85,100,85,115,60,50,182,SLOW,null,Starmie,STARYU,TRUE,121,,120
MR_MIME,MR_MIME,,1,FALSE,FALSE,FALSE,Barrier Pokémon,PSYCHIC,FAIRY,1.3,54.5,SOUNDPROOF,FILTER,TECHNICIAN,460,40,45,65,100,120,90,45,50,161,MEDIUM_FAST,50,Mr. Mime,MIME_JR,FALSE,122,,439
SCYTHER,SCYTHER,,1,FALSE,FALSE,FALSE,Mantis Pokémon,BUG,FLYING,1.5,56,SWARM,TECHNICIAN,STEADFAST,500,70,110,80,55,80,105,45,50,100,MEDIUM_FAST,50,Scyther,SCYTHER,TRUE,123,5,123
JYNX,JYNX,,1,FALSE,FALSE,FALSE,Human Shape Pokémon,ICE,PSYCHIC,1.4,40.6,OBLIVIOUS,FOREWARN,DRY_SKIN,455,65,50,35,115,95,95,45,50,159,MEDIUM_FAST,0,Jynx,SMOOCHUM,TRUE,124,,238
ELECTABUZZ,ELECTABUZZ,,1,FALSE,FALSE,FALSE,Electric Pokémon,ELECTRIC,,1.1,30,STATIC,NONE,VITAL_SPIRIT,490,65,83,57,95,85,105,45,50,172,MEDIUM_FAST,75,Electabuzz,ELEKID,TRUE,125,,239
MAGMAR,MAGMAR,,1,FALSE,FALSE,FALSE,Spitfire Pokémon,FIRE,,1.3,44.5,FLAME_BODY,NONE,VITAL_SPIRIT,495,65,95,57,100,85,93,45,50,173,MEDIUM_FAST,75,Magmar,MAGBY,TRUE,126,,240
PINSIR,PINSIR,,1,FALSE,FALSE,FALSE,Stag Beetle Pokémon,BUG,,1.5,55,HYPER_CUTTER,MOLD_BREAKER,MOXIE,500,65,125,100,55,70,85,45,50,175,SLOW,50,Pinsir,PINSIR,TRUE,127,4,127
PINSIR (Normal),PINSIR,Normal,,,,,,BUG,,1.5,55,HYPER_CUTTER,MOLD_BREAKER,MOXIE,500,65,125,100,55,70,85,45,50,175,,,Pinsir,PINSIR,TRUE,127,4,127
PINSIR (Mega),PINSIR,Mega,,,,,,BUG,FLYING,1.7,59,AERILATE,AERILATE,AERILATE,600,65,155,120,65,90,105,45,50,175,,,Pinsir,PINSIR,TRUE,127,4,127
TAUROS,TAUROS,,1,FALSE,FALSE,FALSE,Wild Bull Pokémon,NORMAL,,1.4,88.4,INTIMIDATE,ANGER_POINT,SHEER_FORCE,490,75,100,95,40,70,110,45,50,172,SLOW,100,Tauros,TAUROS,TRUE,128,4,128
MAGIKARP,MAGIKARP,,1,FALSE,FALSE,FALSE,Fish Pokémon,WATER,,0.9,10,SWIFT_SWIM,NONE,RATTLED,200,20,10,55,15,20,80,255,50,40,SLOW,50,Magikarp,MAGIKARP,TRUE,129,4,129
GYARADOS,GYARADOS,,1,FALSE,FALSE,FALSE,Atrocious Pokémon,WATER,FLYING,6.5,235,INTIMIDATE,NONE,MOXIE,540,95,125,79,60,100,81,45,50,189,SLOW,50,Gyarados,MAGIKARP,TRUE,130,,129
GYARADOS (Normal),GYARADOS,Normal,,,,,,WATER,FLYING,6.5,235,INTIMIDATE,NONE,MOXIE,540,95,125,79,60,100,81,45,50,189,,,Gyarados,MAGIKARP,TRUE,130,,129
GYARADOS (Mega),GYARADOS,Mega,,,,,,WATER,DARK,6.5,305,MOLD_BREAKER,MOLD_BREAKER,MOLD_BREAKER,640,95,155,109,70,130,81,45,50,189,,,Gyarados,MAGIKARP,TRUE,130,,129
LAPRAS,LAPRAS,,1,FALSE,FALSE,FALSE,Transport Pokémon,WATER,ICE,2.5,220,WATER_ABSORB,SHELL_ARMOR,HYDRATION,535,130,85,80,85,95,60,45,50,187,SLOW,50,Lapras,LAPRAS,TRUE,131,4,131
LAPRAS (Normal),LAPRAS,Normal,,,,,,WATER,ICE,2.5,220,WATER_ABSORB,SHELL_ARMOR,HYDRATION,535,130,85,80,85,95,60,45,50,187,,,Lapras,LAPRAS,TRUE,131,4,131
LAPRAS (G-Max),LAPRAS,G-Max,,,,,,WATER,ICE,24,999.9,SHIELD_DUST,SHIELD_DUST,SHIELD_DUST,635,170,97,85,107,111,65,45,50,187,,,Lapras,LAPRAS,TRUE,131,4,131
DITTO,DITTO,,1,FALSE,FALSE,FALSE,Transform Pokémon,NORMAL,,0.3,4,LIMBER,NONE,IMPOSTER,288,48,48,48,48,48,48,35,50,101,MEDIUM_FAST,null,Ditto,DITTO,TRUE,132,2,132
EEVEE,EEVEE,,1,FALSE,FALSE,FALSE,Evolution Pokémon,NORMAL,,0.3,6.5,RUN_AWAY,ADAPTABILITY,ANTICIPATION,325,55,55,50,45,65,55,45,50,65,MEDIUM_FAST,87.5,Eevee,EEVEE,TRUE,133,3,133
EEVEE (Normal),EEVEE,Normal,,,,,,NORMAL,,0.3,6.5,RUN_AWAY,ADAPTABILITY,ANTICIPATION,325,55,55,50,45,65,55,45,50,65,,,Eevee,EEVEE,TRUE,133,3,133
EEVEE (Partner),EEVEE,Partner,,,,,,NORMAL,,0.3,6.5,RUN_AWAY,ADAPTABILITY,ANTICIPATION,435,65,75,70,65,85,75,45,50,65,,,Eevee,EEVEE,TRUE,133,3,133
EEVEE (G-Max),EEVEE,G-Max,,,,,,NORMAL,,18,999.9,PROTEAN,PROTEAN,PROTEAN,535,110,95,70,90,85,85,45,50,65,,,Eevee,EEVEE,TRUE,133,3,133
VAPOREON,VAPOREON,,1,FALSE,FALSE,FALSE,Bubble Jet Pokémon,WATER,,1,29,WATER_ABSORB,NONE,HYDRATION,525,130,65,60,110,95,65,45,50,184,MEDIUM_FAST,87.5,Vaporeon,EEVEE,TRUE,134,,133
JOLTEON,JOLTEON,,1,FALSE,FALSE,FALSE,Lightning Pokémon,ELECTRIC,,0.8,24.5,VOLT_ABSORB,NONE,QUICK_FEET,525,65,65,60,110,95,130,45,50,184,MEDIUM_FAST,87.5,Jolteon,EEVEE,TRUE,135,,133
FLAREON,FLAREON,,1,FALSE,FALSE,FALSE,Flame Pokémon,FIRE,,0.9,25,FLASH_FIRE,NONE,GUTS,525,65,130,60,95,110,65,45,50,184,MEDIUM_FAST,87.5,Flareon,EEVEE,TRUE,136,,133
PORYGON,PORYGON,,1,FALSE,FALSE,FALSE,Virtual Pokémon,NORMAL,,0.8,36.5,TRACE,DOWNLOAD,ANALYTIC,395,65,60,70,85,75,40,45,50,79,MEDIUM_FAST,null,Porygon,PORYGON,TRUE,137,4,137
OMANYTE,OMANYTE,,1,FALSE,FALSE,FALSE,Spiral Pokémon,ROCK,WATER,0.4,7.5,SWIFT_SWIM,SHELL_ARMOR,WEAK_ARMOR,355,35,40,100,90,55,35,45,50,71,MEDIUM_FAST,87.5,Omanyte,OMANYTE,TRUE,138,3,138
OMASTAR,OMASTAR,,1,FALSE,FALSE,FALSE,Spiral Pokémon,ROCK,WATER,1,35,SWIFT_SWIM,SHELL_ARMOR,WEAK_ARMOR,495,70,60,125,115,70,55,45,50,173,MEDIUM_FAST,87.5,Omastar,OMANYTE,TRUE,139,,138
KABUTO,KABUTO,,1,FALSE,FALSE,FALSE,Shellfish Pokémon,ROCK,WATER,0.5,11.5,SWIFT_SWIM,BATTLE_ARMOR,WEAK_ARMOR,355,30,80,90,55,45,55,45,50,71,MEDIUM_FAST,87.5,Kabuto,KABUTO,TRUE,140,3,140
KABUTOPS,KABUTOPS,,1,FALSE,FALSE,FALSE,Shellfish Pokémon,ROCK,WATER,1.3,40.5,SWIFT_SWIM,BATTLE_ARMOR,WEAK_ARMOR,495,60,115,105,65,70,80,45,50,173,MEDIUM_FAST,87.5,Kabutops,KABUTO,TRUE,141,,140
AERODACTYL,AERODACTYL,,1,FALSE,FALSE,FALSE,Fossil Pokémon,ROCK,FLYING,1.8,59,ROCK_HEAD,PRESSURE,UNNERVE,515,80,105,65,60,75,130,45,50,180,SLOW,87.5,Aerodactyl,AERODACTYL,TRUE,142,5,142
AERODACTYL (Normal),AERODACTYL,Normal,,,,,,ROCK,FLYING,1.8,59,ROCK_HEAD,PRESSURE,UNNERVE,515,80,105,65,60,75,130,45,50,180,,,Aerodactyl,AERODACTYL,TRUE,142,5,142
AERODACTYL (Mega),AERODACTYL,Mega,,,,,,ROCK,FLYING,2.1,79,TOUGH_CLAWS,TOUGH_CLAWS,TOUGH_CLAWS,615,80,135,85,70,95,150,45,50,180,,,Aerodactyl,AERODACTYL,TRUE,142,5,142
SNORLAX,SNORLAX,,1,FALSE,FALSE,FALSE,Sleeping Pokémon,NORMAL,,2.1,460,IMMUNITY,THICK_FAT,GLUTTONY,540,160,110,65,65,110,30,25,50,189,SLOW,87.5,Snorlax,MUNCHLAX,TRUE,143,,446
SNORLAX (Normal),SNORLAX,Normal,,,,,,NORMAL,,2.1,460,IMMUNITY,THICK_FAT,GLUTTONY,540,160,110,65,65,110,30,25,50,189,,,Snorlax,MUNCHLAX,TRUE,143,,446
SNORLAX (G-Max),SNORLAX,G-Max,,,,,,NORMAL,,35,999.9,HARVEST,HARVEST,HARVEST,640,210,130,65,85,120,30,25,50,189,,,Snorlax,MUNCHLAX,TRUE,143,,446
ARTICUNO,ARTICUNO,,1,TRUE,FALSE,FALSE,Freeze Pokémon,ICE,FLYING,1.7,55.4,PRESSURE,NONE,SNOW_CLOAK,580,90,85,100,95,125,85,3,35,290,SLOW,null,Articuno,ARTICUNO,TRUE,144,5,144
ZAPDOS,ZAPDOS,,1,TRUE,FALSE,FALSE,Electric Pokémon,ELECTRIC,FLYING,1.6,52.6,PRESSURE,NONE,STATIC,580,90,90,85,125,90,100,3,35,290,SLOW,null,Zapdos,ZAPDOS,TRUE,145,6,145
MOLTRES,MOLTRES,,1,TRUE,FALSE,FALSE,Flame Pokémon,FIRE,FLYING,2,60,PRESSURE,NONE,FLAME_BODY,580,90,100,90,125,85,90,3,35,290,SLOW,null,Moltres,MOLTRES,TRUE,146,6,146
DRATINI,DRATINI,,1,FALSE,FALSE,FALSE,Dragon Pokémon,DRAGON,,1.8,3.3,SHED_SKIN,NONE,MARVEL_SCALE,300,41,64,45,50,50,50,45,35,60,SLOW,50,Dratini,DRATINI,TRUE,147,4,147
DRAGONAIR,DRAGONAIR,,1,FALSE,FALSE,FALSE,Dragon Pokémon,DRAGON,,4,16.5,SHED_SKIN,NONE,MARVEL_SCALE,420,61,84,65,70,70,70,45,35,147,SLOW,50,Dragonair,DRATINI,TRUE,148,,147
DRAGONITE,DRAGONITE,,1,FALSE,FALSE,FALSE,Dragon Pokémon,DRAGON,FLYING,2.2,210,INNER_FOCUS,NONE,MULTISCALE,600,91,134,95,100,100,80,45,35,300,SLOW,50,Dragonite,DRATINI,TRUE,149,,147
MEWTWO,MEWTWO,,1,FALSE,TRUE,FALSE,Genetic Pokémon,PSYCHIC,,2,122,PRESSURE,NONE,UNNERVE,680,106,110,90,154,90,130,3,0,340,SLOW,null,Mewtwo,MEWTWO,TRUE,150,8,150
MEWTWO (Normal),MEWTWO,Normal,,,,,,PSYCHIC,,2,122,PRESSURE,NONE,UNNERVE,680,106,110,90,154,90,130,3,0,340,,,Mewtwo,MEWTWO,TRUE,150,8,150
MEWTWO (Mega X),MEWTWO,Mega X,,,,,,PSYCHIC,FIGHTING,2.3,127,STEADFAST,NONE,STEADFAST,780,106,190,100,154,100,130,3,0,340,,,Mewtwo,MEWTWO,TRUE,150,8,150
MEWTWO (Mega Y),MEWTWO,Mega Y,,,,,,PSYCHIC,,1.5,33,INSOMNIA,NONE,INSOMNIA,780,106,150,70,194,120,140,3,0,340,,,Mewtwo,MEWTWO,TRUE,150,8,150
MEW,MEW,,1,FALSE,FALSE,TRUE,New Species Pokémon,PSYCHIC,,0.4,4,SYNCHRONIZE,NONE,NONE,600,100,100,100,100,100,100,45,100,300,MEDIUM_SLOW,null,Mew,MEW,TRUE,151,5,151
CHIKORITA,CHIKORITA,,2,FALSE,FALSE,FALSE,Leaf Pokémon,GRASS,,0.9,6.4,OVERGROW,NONE,LEAF_GUARD,318,45,49,65,49,65,45,45,70,64,MEDIUM_SLOW,87.5,Chikorita,CHIKORITA,TRUE,152,2,152
BAYLEEF,BAYLEEF,,2,FALSE,FALSE,FALSE,Leaf Pokémon,GRASS,,1.2,15.8,OVERGROW,NONE,LEAF_GUARD,405,60,62,80,63,80,60,45,70,142,MEDIUM_SLOW,87.5,Bayleef,CHIKORITA,TRUE,153,,152
